,Unnamed: 0,product_name_fk,retail_price,discounted_price,product_name_az,retail_price.1,discounted_price.1,Similarity
13792,13792,GINI & JONY Solid Baby Boy's Round Neck T-Shirt,349.0,349.0,GINI & JONY Solid Baby Boy's Round Neck T-Shirt,338,426,100
13793,13793,GALLOWAY skinny Fit Women's Jeans,6599.0,1599.0,GALLOWAY skinny Fit Women's Jeans,6590,1851,100
13794,13794,United Colors of Benetton Printed Round Neck T-Shirt,699.0,419.0,United Colors of Benetton Printed Round Neck T-Shirt,687,536,100
13795,13795,BagsHub Women Black PU Clutch,2299.0,1399.0,BagsHub Women Black PU Clutch,2291,1734,100
13796,13796,Triveni Women Pink Rexine Sling Bag,1250.0,500.0,Triveni Women Pink Rexine Sling Bag,1230,597,100
13797,13797,Sanaa Creations Alloy Ring,799.0,479.0,Sanaa Creations Alloy Ring,783,610,100
13798,13798,ULTRAVISION Full Rim Round Frame,790.0,632.0,ULTRAVISION Full Rim Round Frame,776,795,100
13799,13799,brass gift center Showpiece  -  48 cm,7999.0,4550.0,brass gift center Showpiece  -  48 cm,7983,5877,100
13800,13800,Sanaa Creations Alloy Ring,899.0,539.0,Sanaa Creations Alloy Ring,894,652,100
13801,13801,Zobello Slim Fit Men's Grey Trousers,1099.0,1099.0,Zobello Slim Fit Men's Grey Trousers,1087,1265,100
13802,13802,VINSON LONDON Full Rim Oval Frame,2299.0,599.0,VINSON LONDON Full Rim Oval Frame,2295,718,100
13803,13803,Silvesto India Stone Pearl Silver Ring,698.0,349.0,Silvesto India Stone Pearl Silver Ring,690,439,100
13804,13804,"ABEEZ Boys, Men, Girls",399.0,289.0,"ABEEZ Boys, Men, Girls",382,348,100
13805,13805,ColorPlus Slim Fit Men's Black Trousers,2495.0,2495.0,ColorPlus Slim Fit Men's Black Trousers,2480,2863,100
13806,13806,VINSON LONDON Full Rim Oval Frame,1999.0,449.0,VINSON LONDON Full Rim Oval Frame,1982,521,100
13807,13807,Park Avenue Regular Fit Men's Brown Trousers,1799.0,1799.0,Park Avenue Regular Fit Men's Brown Trousers,1798,2229,100
13808,13808,Sanaa Creations Alloy Ring,799.0,539.0,Sanaa Creations Alloy Ring,787,599,100
13809,13809,PrettySecrets Women's,999.0,999.0,PrettySecrets Women's,991,1265,100
13810,13810,Satynam Women's Nighty,999.0,699.0,Satynam Women's Nighty,991,796,100
13811,13811,Squirrel Women's Nighty,1230.0,923.0,Squirrel Women's Nighty,1223,1184,100
13812,13812,Satynam Women's Nighty,999.0,799.0,Satynam Women's Nighty,988,1020,100
13813,13813,Nucode Graphic Print Men's Round Neck T-Shirt,799.0,329.0,Nucode Graphic Print Men's Round Neck T-Shirt,783,401,100
13814,13814,Oviyon Solid Men's Polo Neck T-Shirt,999.0,499.0,Oviyon Solid Men's Polo Neck T-Shirt,983,600,100
13815,13815,Numero Uno Striped Men's Polo Neck T-Shirt,1299.0,779.0,Numero Uno Striped Men's Polo Neck T-Shirt,1297,919,100
13816,13816,Nucode Solid Men's V-neck T-Shirt,699.0,449.0,Nucode Solid Men's V-neck T-Shirt,690,541,100
13817,13817,Numero Uno Solid Men's V-neck T-Shirt,899.0,718.0,Numero Uno Solid Men's V-neck T-Shirt,888,799,100
13818,13818,Numero Uno Solid Men's Round Neck T-Shirt,1399.0,1118.0,Numero Uno Solid Men's Round Neck T-Shirt,1390,1308,100
13819,13819,Oviyon Solid Men's Round Neck T-Shirt,999.0,599.0,Oviyon Solid Men's Round Neck T-Shirt,988,671,100
13820,13820,Oviyon Printed Men's Round Neck T-Shirt,999.0,599.0,Oviyon Printed Men's Round Neck T-Shirt,993,745,100
13821,13821,Orange and Orchid Solid Men's Polo T-Shirt,1399.0,599.0,Orange and Orchid Solid Men's Polo T-Shirt,1387,726,100
13822,13822,Nuteez Solid Men's Round Neck T-Shirt,450.0,450.0,Nuteez Solid Men's Round Neck T-Shirt,432,545,100
13823,13823,"Nitlon Solid Men's Henley, Round Neck T-Shirt",999.0,399.0,"Nitlon Solid Men's Henley, Round Neck T-Shirt",980,518,100
13824,13824,Okane Solid Men's Round Neck T-Shirt,299.0,299.0,Okane Solid Men's Round Neck T-Shirt,296,360,100
13825,13825,Ninja Turtles Printed Men's Round Neck T-Shirt,599.0,358.0,Ninja Turtles Printed Men's Round Neck T-Shirt,581,460,100
13826,13826,Osho Fashion Concepts Printed Men's V-neck T-Shirt,395.0,210.0,Osho Fashion Concepts Printed Men's V-neck T-Shirt,388,258,100
13827,13827,Numero Uno Solid Men's V-neck T-Shirt,849.0,764.0,Numero Uno Solid Men's V-neck T-Shirt,838,865,100
13828,13828,Ninja Turtles Printed Men's Polo T-Shirt,749.0,448.0,Ninja Turtles Printed Men's Polo T-Shirt,737,531,100
13829,13829,Nucode Graphic Print Men's Round Neck T-Shirt,810.0,399.0,Nucode Graphic Print Men's Round Neck T-Shirt,802,480,100
13830,13830,Nirvana Printed Men's Round Neck T-Shirt,799.0,399.0,Nirvana Printed Men's Round Neck T-Shirt,798,461,100
13831,13831,Oviyon Printed Men's Round Neck T-Shirt,999.0,599.0,Oviyon Printed Men's Round Neck T-Shirt,988,774,100
13832,13832,Numero Uno Printed Men's Polo Neck T-Shirt,1099.0,659.0,Numero Uno Printed Men's Polo Neck T-Shirt,1081,753,100
13833,13833,Opiumstreet Printed Men's Round Neck T-Shirt,1049.0,599.0,Opiumstreet Printed Men's Round Neck T-Shirt,1046,739,100
13834,13834,Oviyon Solid Men's V-neck T-Shirt,999.0,599.0,Oviyon Solid Men's V-neck T-Shirt,990,777,100
13835,13835,Okane Printed Men's Round Neck T-Shirt,299.0,299.0,Okane Printed Men's Round Neck T-Shirt,282,359,100
13836,13836,Okane Printed Men's Round Neck T-Shirt,699.0,699.0,Okane Printed Men's Round Neck T-Shirt,682,888,100
13837,13837,Northern Lights Striped Men's V-neck T-Shirt,999.0,499.0,Northern Lights Striped Men's V-neck T-Shirt,998,619,100
13838,13838,Nod'R Solid Men's Round Neck T-Shirt,1198.0,659.0,Nod'R Solid Men's Round Neck T-Shirt,1180,839,100
13839,13839,Numero Uno Solid Men's V-neck T-Shirt,949.0,949.0,Numero Uno Solid Men's V-neck T-Shirt,943,1096,100
13840,13840,Numero Uno Printed Men's Round Neck T-Shirt,899.0,899.0,Numero Uno Printed Men's Round Neck T-Shirt,891,1006,100
13841,13841,Ocean 9 Striped Men's Polo T-Shirt,845.0,799.0,Ocean 9 Striped Men's Polo T-Shirt,839,951,100
13842,13842,Numero Uno Printed Men's Round Neck T-Shirt,899.0,718.0,Numero Uno Printed Men's Round Neck T-Shirt,896,928,100
13843,13843,Oviyon Solid Men's Polo Neck T-Shirt,999.0,499.0,Oviyon Solid Men's Polo Neck T-Shirt,986,631,100
13844,13844,Nimya Solid Men's Polo Neck T-Shirt,1199.0,299.0,Nimya Solid Men's Polo Neck T-Shirt,1191,359,100
13845,13845,Northern Lights Solid Men's Round Neck T-Shirt,2298.0,2298.0,Northern Lights Solid Men's Round Neck T-Shirt,2295,2572,100
13846,13846,Oviyon Printed Men's V-neck T-Shirt,999.0,599.0,Oviyon Printed Men's V-neck T-Shirt,991,737,100
13847,13847,Norwood Striped Men's Polo Neck T-Shirt,499.0,349.0,Norwood Striped Men's Polo Neck T-Shirt,486,403,100
13848,13848,Numero Uno Striped Men's Polo Neck T-Shirt,1299.0,779.0,Numero Uno Striped Men's Polo Neck T-Shirt,1289,893,100
13849,13849,Nod'R Solid Men's Round Neck T-Shirt,1198.0,659.0,Nod'R Solid Men's Round Neck T-Shirt,1183,825,100
13850,13850,Nimya Solid Men's Polo Neck T-Shirt,2499.0,499.0,Nimya Solid Men's Polo Neck T-Shirt,2494,571,100
13851,13851,Oviyon Solid Men's Round Neck T-Shirt,999.0,599.0,Oviyon Solid Men's Round Neck T-Shirt,995,705,100
13852,13852,Okane Solid Men's Round Neck T-Shirt,299.0,299.0,Okane Solid Men's Round Neck T-Shirt,294,369,100
13853,13853,Origin Thai Solid Men's V-neck T-Shirt,899.0,359.0,Origin Thai Solid Men's V-neck T-Shirt,880,437,100
13854,13854,Numero Uno Striped Men's Polo Neck T-Shirt,1499.0,1198.0,Numero Uno Striped Men's Polo Neck T-Shirt,1490,1531,100
13855,13855,Numero Uno Solid Men's Round Neck T-Shirt,949.0,758.0,Numero Uno Solid Men's Round Neck T-Shirt,942,939,100
13856,13856,Numero Uno Printed Men's Round Neck T-Shirt,899.0,718.0,Numero Uno Printed Men's Round Neck T-Shirt,886,914,100
13857,13857,Nirvana Printed Men's Round Neck T-Shirt,799.0,399.0,Nirvana Printed Men's Round Neck T-Shirt,779,448,100
13858,13858,Okane Striped Men's Polo Neck T-Shirt,650.0,650.0,Okane Striped Men's Polo Neck T-Shirt,630,792,100
13859,13859,Okane Printed Men's Round Neck T-Shirt,299.0,299.0,Okane Printed Men's Round Neck T-Shirt,286,331,100
13860,13860,Nivia Solid Men's Round Neck T-Shirt,370.0,370.0,Nivia Solid Men's Round Neck T-Shirt,365,434,100
13861,13861,Norwood Striped Men's Polo Neck T-Shirt,499.0,349.0,Norwood Striped Men's Polo Neck T-Shirt,493,433,100
13862,13862,OuttaSkin Striped Men's Polo Neck T-Shirt,1495.0,600.0,OuttaSkin Striped Men's Polo Neck T-Shirt,1489,669,100
13863,13863,Ninja Turtles Printed Men's Round Neck T-Shirt,699.0,418.0,Ninja Turtles Printed Men's Round Neck T-Shirt,685,513,100
13864,13864,Northern Lights Solid Men's Polo Neck T-Shirt,1399.0,979.0,Northern Lights Solid Men's Polo Neck T-Shirt,1393,1103,100
13865,13865,Ovl Graphic Print Men's Round Neck T-Shirt,699.0,454.0,Ovl Graphic Print Men's Round Neck T-Shirt,683,525,100
13866,13866,Okane Solid Men's Round Neck T-Shirt,299.0,299.0,Okane Solid Men's Round Neck T-Shirt,293,364,100
13867,13867,Okane Solid Men's Polo T-Shirt,500.0,425.0,Okane Solid Men's Polo T-Shirt,490,504,100
13868,13868,Onn Solid Men's Polo Neck T-Shirt,799.0,799.0,Onn Solid Men's Polo Neck T-Shirt,789,933,100
13869,13869,Orange and Orchid Striped Men's Polo T-Shirt,899.0,499.0,Orange and Orchid Striped Men's Polo T-Shirt,895,647,100
13870,13870,Nucode Graphic Print Men's Round Neck T-Shirt,899.0,399.0,Nucode Graphic Print Men's Round Neck T-Shirt,891,513,100
13871,13871,Numero Uno Printed Men's V-neck T-Shirt,949.0,758.0,Numero Uno Printed Men's V-neck T-Shirt,937,848,100
13872,13872,Ninja Turtles Printed Men's Round Neck T-Shirt,699.0,418.0,Ninja Turtles Printed Men's Round Neck T-Shirt,698,490,100
13873,13873,Outtaskin Striped Men's Round Neck T-Shirt,995.0,400.0,Outtaskin Striped Men's Round Neck T-Shirt,980,501,100
13874,13874,Numero Uno Solid Men's Polo Neck T-Shirt,1499.0,1198.0,Numero Uno Solid Men's Polo Neck T-Shirt,1497,1385,100
13875,13875,Numero Uno Solid Men's Polo T-Shirt,1199.0,719.0,Numero Uno Solid Men's Polo T-Shirt,1184,853,100
13876,13876,Origin Thai Printed Men's Round Neck T-Shirt,1099.0,399.0,Origin Thai Printed Men's Round Neck T-Shirt,1096,512,100
13877,13877,Okane Solid Men's Round Neck T-Shirt,299.0,299.0,Okane Solid Men's Round Neck T-Shirt,283,333,100
13878,13878,Northern Lights Solid Men's Polo Neck T-Shirt,1299.0,909.0,Northern Lights Solid Men's Polo Neck T-Shirt,1282,1031,100
13879,13879,Oviyon Printed Men's V-neck T-Shirt,999.0,599.0,Oviyon Printed Men's V-neck T-Shirt,993,756,100
13880,13880,Osberry Solid Men's Henley T-Shirt,399.0,250.0,Osberry Solid Men's Henley T-Shirt,388,324,100
13881,13881,Orange Plum Printed Men's Round Neck T-Shirt,699.0,399.0,Orange Plum Printed Men's Round Neck T-Shirt,689,518,100
13882,13882,Nimya Solid Men's Polo Neck T-Shirt,2599.0,499.0,Nimya Solid Men's Polo Neck T-Shirt,2595,553,100
13883,13883,Ninja Turtle Printed Men's Polo T-Shirt,799.0,478.0,Ninja Turtle Printed Men's Polo T-Shirt,780,604,100
13884,13884,Origin Thai Solid Men's V-neck T-Shirt,899.0,359.0,Origin Thai Solid Men's V-neck T-Shirt,888,448,100
13885,13885,Orange and Orchid Solid Men's Polo T-Shirt,1399.0,599.0,Orange and Orchid Solid Men's Polo T-Shirt,1382,748,100
13886,13886,Ocean Race Graphic Print Men's Round Neck T-Shirt,598.0,299.0,Ocean Race Graphic Print Men's Round Neck T-Shirt,594,369,100
13887,13887,Numero Uno Printed Men's V-neck T-Shirt,849.0,678.0,Numero Uno Printed Men's V-neck T-Shirt,843,834,100
13888,13888,Norwood Striped Men's Polo Neck T-Shirt,499.0,349.0,Norwood Striped Men's Polo Neck T-Shirt,490,425,100
13889,13889,Nivia Solid Men's Round Neck T-Shirt,398.0,398.0,Nivia Solid Men's Round Neck T-Shirt,387,507,100
13890,13890,Ocean Race Graphic Print Men's Round Neck T-Shirt,598.0,299.0,Ocean Race Graphic Print Men's Round Neck T-Shirt,595,373,100
13891,13891,Outtaskin Striped Men's Polo Neck T-Shirt,1295.0,550.0,Outtaskin Striped Men's Polo Neck T-Shirt,1276,646,100
13892,13892,Ocean Race Solid Men's Round Neck T-Shirt,448.0,349.0,Ocean Race Solid Men's Round Neck T-Shirt,443,413,100
13893,13893,Ovl Graphic Print Men's Round Neck T-Shirt,899.0,584.0,Ovl Graphic Print Men's Round Neck T-Shirt,894,703,100
13894,13894,Orange and Orchid Striped Men's Polo T-Shirt,1499.0,499.0,Orange and Orchid Striped Men's Polo T-Shirt,1480,636,100
13895,13895,Oviyon Printed Men's Round Neck T-Shirt,899.0,449.0,Oviyon Printed Men's Round Neck T-Shirt,890,528,100
13896,13896,Nirvana Printed Men's Round Neck T-Shirt,799.0,399.0,Nirvana Printed Men's Round Neck T-Shirt,791,472,100
13897,13897,Nimya Solid Men's Polo Neck T-Shirt,3499.0,699.0,Nimya Solid Men's Polo Neck T-Shirt,3488,874,100
13898,13898,Ocean Race Graphic Print Men's Round Neck T-Shirt,598.0,299.0,Ocean Race Graphic Print Men's Round Neck T-Shirt,583,331,100
13899,13899,Northern Lights Striped Men's Round Neck T-Shirt,2098.0,2098.0,Northern Lights Striped Men's Round Neck T-Shirt,2087,2499,100
13900,13900,Numero Uno Solid Men's Round Neck T-Shirt,849.0,339.0,Numero Uno Solid Men's Round Neck T-Shirt,835,403,100
13901,13901,Nimbus Solid Men's Flap Collar Neck T-Shirt,599.0,540.0,Nimbus Solid Men's Flap Collar Neck T-Shirt,579,694,100
13902,13902,Northern Lights Striped Men's Polo Neck T-Shirt,1099.0,549.0,Northern Lights Striped Men's Polo Neck T-Shirt,1079,673,100
13903,13903,Ocean Race Graphic Print Men's Round Neck T-Shirt,598.0,299.0,Ocean Race Graphic Print Men's Round Neck T-Shirt,578,382,100
13904,13904,One For Blue Printed Men's Round Neck T-Shirt,899.0,899.0,One For Blue Printed Men's Round Neck T-Shirt,887,1145,100
13905,13905,Nimya Solid Men's Polo Neck T-Shirt,3499.0,699.0,Nimya Solid Men's Polo Neck T-Shirt,3485,904,100
13906,13906,Ocean Race Solid Men's Round Neck T-Shirt,399.0,277.0,Ocean Race Solid Men's Round Neck T-Shirt,380,339,100
13907,13907,Nucode Graphic Print Men's Round Neck T-Shirt,799.0,329.0,Nucode Graphic Print Men's Round Neck T-Shirt,796,410,100
13908,13908,Officers Choice Solid Men's Round Neck T-Shirt,499.0,245.0,Officers Choice Solid Men's Round Neck T-Shirt,496,312,100
13909,13909,Numero Uno Printed Men's Round Neck T-Shirt,699.0,558.0,Numero Uno Printed Men's Round Neck T-Shirt,679,724,100
13910,13910,Orange And Orchid Striped Men's Polo Neck T-Shirt,1399.0,349.0,Orange And Orchid Striped Men's Polo Neck T-Shirt,1384,391,100
13911,13911,Numero Uno Solid Men's Round Neck T-Shirt,849.0,509.0,Numero Uno Solid Men's Round Neck T-Shirt,835,626,100
13912,13912,Numero Uno Striped Men's Polo T-Shirt,1399.0,559.0,Numero Uno Striped Men's Polo T-Shirt,1390,638,100
13913,13913,Okane Printed Men's Round Neck T-Shirt,299.0,299.0,Okane Printed Men's Round Neck T-Shirt,287,371,100
13914,13914,Numero Uno Solid Men's Henley T-Shirt,1699.0,934.0,Numero Uno Solid Men's Henley T-Shirt,1682,1188,100
13915,13915,Ninja Turtle Printed Men's Round Neck T-Shirt,699.0,418.0,Ninja Turtle Printed Men's Round Neck T-Shirt,694,511,100
13916,13916,OuttaSkin Striped Men's Polo Neck T-Shirt,1495.0,600.0,OuttaSkin Striped Men's Polo Neck T-Shirt,1475,676,100
13917,13917,Okane Solid Men's Round Neck T-Shirt,299.0,299.0,Okane Solid Men's Round Neck T-Shirt,283,366,100
13918,13918,Northern Lights Striped Men's Polo Neck T-Shirt,1099.0,549.0,Northern Lights Striped Men's Polo Neck T-Shirt,1087,611,100
13919,13919,Northern Lights Solid Men's Round Neck T-Shirt,2098.0,2098.0,Northern Lights Solid Men's Round Neck T-Shirt,2094,2664,100
13920,13920,Ocean Race Graphic Print Men's Round Neck T-Shirt,698.0,349.0,Ocean Race Graphic Print Men's Round Neck T-Shirt,682,420,100
13921,13921,Osberry Printed Men's Round Neck T-Shirt,499.0,199.0,Osberry Printed Men's Round Neck T-Shirt,484,221,100
13922,13922,Nimya Solid Men's Polo Neck T-Shirt,1499.0,299.0,Nimya Solid Men's Polo Neck T-Shirt,1480,338,100
13923,13923,"Nitlon Solid Men's Henley, Round Neck T-Shirt",999.0,399.0,"Nitlon Solid Men's Henley, Round Neck T-Shirt",987,448,100
13924,13924,Orange and Orchid Striped Men's Polo T-Shirt,899.0,349.0,Orange and Orchid Striped Men's Polo T-Shirt,890,443,100
13925,13925,Orange and Orchid Striped Men's Polo T-Shirt,899.0,299.0,Orange and Orchid Striped Men's Polo T-Shirt,898,340,100
13926,13926,Nimya Solid Men's Polo Neck T-Shirt,1199.0,299.0,Nimya Solid Men's Polo Neck T-Shirt,1181,338,100
13927,13927,Oviyon Solid Men's Round Neck T-Shirt,999.0,599.0,Oviyon Solid Men's Round Neck T-Shirt,983,744,100
13928,13928,O And O Printed Men's Round Neck T-Shirt,999.0,299.0,O And O Printed Men's Round Neck T-Shirt,985,344,100
13929,13929,Numero Uno Solid Men's V-neck T-Shirt,1399.0,1118.0,Numero Uno Solid Men's V-neck T-Shirt,1394,1332,100
13930,13930,Nod'R Solid Men's Round Neck T-Shirt,1198.0,659.0,Nod'R Solid Men's Round Neck T-Shirt,1181,780,100
13931,13931,Oviyon Solid Men's Round Neck T-Shirt,999.0,599.0,Oviyon Solid Men's Round Neck T-Shirt,980,727,100
13932,13932,Oharish Printed Men's Round Neck T-Shirt,799.0,319.0,Oharish Printed Men's Round Neck T-Shirt,782,369,100
13933,13933,Northern Lights Solid Men's Polo Neck T-Shirt,1299.0,779.0,Northern Lights Solid Men's Polo Neck T-Shirt,1288,940,100
13934,13934,Nucode Solid Men's Polo T-Shirt,1249.0,499.0,Nucode Solid Men's Polo T-Shirt,1229,637,100
13935,13935,Nimya Solid Men's Polo Neck T-Shirt,1199.0,299.0,Nimya Solid Men's Polo Neck T-Shirt,1193,336,100
13936,13936,Nimya Solid Men's Polo Neck T-Shirt,3499.0,699.0,Nimya Solid Men's Polo Neck T-Shirt,3498,800,100
13937,13937,Origin Thai Solid Men's V-neck T-Shirt,899.0,359.0,Origin Thai Solid Men's V-neck T-Shirt,895,462,100
13938,13938,Numero Uno Solid Men's Polo Neck T-Shirt,1499.0,1198.0,Numero Uno Solid Men's Polo Neck T-Shirt,1491,1376,100
13939,13939,Nod'R Solid Men's V-neck T-Shirt,599.0,399.0,Nod'R Solid Men's V-neck T-Shirt,580,485,100
13940,13940,Nimya Solid Men's Polo Neck T-Shirt,3499.0,899.0,Nimya Solid Men's Polo Neck T-Shirt,3498,1042,100
13941,13941,Nimya Solid Men's Polo Neck T-Shirt,2999.0,499.0,Nimya Solid Men's Polo Neck T-Shirt,2989,553,100
13942,13942,Norwood Striped Men's Polo Neck Reversible T-Shirt,499.0,349.0,Norwood Striped Men's Polo Neck Reversible T-Shirt,482,441,100
13943,13943,Origin Thai Solid Men's V-neck T-Shirt,899.0,359.0,Origin Thai Solid Men's V-neck T-Shirt,893,446,100
13944,13944,Orange and Orchid Printed Men's Round Neck T-Shirt,999.0,499.0,Orange and Orchid Printed Men's Round Neck T-Shirt,994,588,100
13945,13945,Ninja Turtle Printed Men's Round Neck T-Shirt,599.0,358.0,Ninja Turtle Printed Men's Round Neck T-Shirt,584,424,100
13946,13946,Orange and Orchid Striped Men's Polo T-Shirt,899.0,399.0,Orange and Orchid Striped Men's Polo T-Shirt,888,501,100
13947,13947,Nimya Solid Men's Polo Neck T-Shirt,3499.0,749.0,Nimya Solid Men's Polo Neck T-Shirt,3498,901,100
13948,13948,Numero Uno Solid Men's V-neck T-Shirt,1199.0,1199.0,Numero Uno Solid Men's V-neck T-Shirt,1181,1375,100
13949,13949,Nod'R Solid Men's Round Neck T-Shirt,599.0,399.0,Nod'R Solid Men's Round Neck T-Shirt,586,511,100
13950,13950,Ocean Race Graphic Print Men's Round Neck T-Shirt,598.0,299.0,Ocean Race Graphic Print Men's Round Neck T-Shirt,589,347,100
13951,13951,Onn Solid Men's Round Neck T-Shirt,499.0,499.0,Onn Solid Men's Round Neck T-Shirt,480,604,100
13952,13952,Nimya Solid Men's Polo Neck T-Shirt,1499.0,299.0,Nimya Solid Men's Polo Neck T-Shirt,1491,375,100
13953,13953,Ninja Turtles Printed Men's Round Neck T-Shirt,699.0,418.0,Ninja Turtles Printed Men's Round Neck T-Shirt,696,541,100
13954,13954,Omtex Solid Men's Polo Neck T-Shirt,630.0,630.0,Omtex Solid Men's Polo Neck T-Shirt,618,764,100
13955,13955,Ninja Turtles Printed Men's Round Neck T-Shirt,599.0,358.0,Ninja Turtles Printed Men's Round Neck T-Shirt,581,433,100
13956,13956,Ocean Race Graphic Print Men's Round Neck T-Shirt,598.0,299.0,Ocean Race Graphic Print Men's Round Neck T-Shirt,582,330,100
13957,13957,Okane Striped Men's Polo Neck T-Shirt,699.0,419.0,Okane Striped Men's Polo Neck T-Shirt,691,522,100
13958,13958,Northern Lights Striped Men's Polo Neck T-Shirt,1299.0,909.0,Northern Lights Striped Men's Polo Neck T-Shirt,1297,1037,100
13959,13959,Nucode Striped Men's Polo Neck T-Shirt,1099.0,499.0,Nucode Striped Men's Polo Neck T-Shirt,1082,561,100
13960,13960,Numero Uno Printed Men's Round Neck T-Shirt,899.0,718.0,Numero Uno Printed Men's Round Neck T-Shirt,880,863,100
13961,13961,Officers Choice Solid Men's Round Neck T-Shirt,499.0,245.0,Officers Choice Solid Men's Round Neck T-Shirt,491,272,100
13962,13962,Ocean 9 Solid Men's Polo T-Shirt,745.0,699.0,Ocean 9 Solid Men's Polo T-Shirt,734,782,100
13963,13963,Numero Uno Printed Men's Polo Neck T-Shirt,899.0,718.0,Numero Uno Printed Men's Polo Neck T-Shirt,889,810,100
13964,13964,Nod'R Solid Men's Round Neck T-Shirt,599.0,399.0,Nod'R Solid Men's Round Neck T-Shirt,582,469,100
13965,13965,Ninja Turtles Printed Men's Round Neck T-Shirt,699.0,418.0,Ninja Turtles Printed Men's Round Neck T-Shirt,681,531,100
13966,13966,Ocean Race Solid Men's Round Neck T-Shirt,348.0,272.0,Ocean Race Solid Men's Round Neck T-Shirt,330,305,100
13967,13967,Nuteez Printed Men's Round Neck T-Shirt,450.0,450.0,Nuteez Printed Men's Round Neck T-Shirt,434,535,100
13968,13968,Nimya Solid Men's Polo Neck T-Shirt,1199.0,299.0,Nimya Solid Men's Polo Neck T-Shirt,1195,331,100
13969,13969,Numero Uno Solid Men's Round Neck T-Shirt,849.0,678.0,Numero Uno Solid Men's Round Neck T-Shirt,832,826,100
13970,13970,Northern Lights Solid Men's Polo Neck T-Shirt,2698.0,2698.0,Northern Lights Solid Men's Polo Neck T-Shirt,2690,3017,100
13971,13971,Nod'R Solid Men's Round Neck T-Shirt,1198.0,659.0,Nod'R Solid Men's Round Neck T-Shirt,1192,787,100
13972,13972,Nod'R Solid Men's V-neck T-Shirt,599.0,399.0,Nod'R Solid Men's V-neck T-Shirt,590,515,100
13973,13973,Nucode Graphic Print Men's Round Neck T-Shirt,849.0,299.0,Nucode Graphic Print Men's Round Neck T-Shirt,838,362,100
13974,13974,Numero Uno Solid Men's Polo Neck T-Shirt,1499.0,1198.0,Numero Uno Solid Men's Polo Neck T-Shirt,1485,1515,100
13975,13975,Nimya Solid Men's Polo Neck T-Shirt,1199.0,349.0,Nimya Solid Men's Polo Neck T-Shirt,1184,425,100
13976,13976,Oviyon Printed Men's V-neck T-Shirt,999.0,599.0,Oviyon Printed Men's V-neck T-Shirt,981,713,100
13977,13977,Numero Uno Striped Men's Polo Neck T-Shirt,1399.0,1118.0,Numero Uno Striped Men's Polo Neck T-Shirt,1386,1408,100
13978,13978,Omtex Solid Men's Polo Neck T-Shirt,515.0,515.0,Omtex Solid Men's Polo Neck T-Shirt,505,659,100
13979,13979,Nimya Solid Men's Polo Neck T-Shirt,2199.0,499.0,Nimya Solid Men's Polo Neck T-Shirt,2192,576,100
13980,13980,Nirvana Printed Men's Round Neck T-Shirt,799.0,399.0,Nirvana Printed Men's Round Neck T-Shirt,791,496,100
13981,13981,Okane Printed Men's Round Neck T-Shirt,299.0,299.0,Okane Printed Men's Round Neck T-Shirt,284,382,100
13982,13982,Nimya Solid Men's Polo Neck T-Shirt,3499.0,699.0,Nimya Solid Men's Polo Neck T-Shirt,3490,796,100
13983,13983,Omtex Solid Men's Polo Neck T-Shirt,775.0,775.0,Omtex Solid Men's Polo Neck T-Shirt,772,928,100
13984,13984,One For Blue Animal Print Men's Round Neck T-Shirt,899.0,630.0,One For Blue Animal Print Men's Round Neck T-Shirt,881,713,100
13985,13985,Oviyon Solid Men's Polo Neck T-Shirt,999.0,499.0,Oviyon Solid Men's Polo Neck T-Shirt,983,557,100
13986,13986,Oviyon Solid Men's V-neck T-Shirt,999.0,599.0,Oviyon Solid Men's V-neck T-Shirt,990,768,100
13987,13987,Orange and Orchid Striped Men's V-neck T-Shirt,749.0,499.0,Orange and Orchid Striped Men's V-neck T-Shirt,733,597,100
13988,13988,Nucode Solid Men's Polo Neck T-Shirt,599.0,399.0,Nucode Solid Men's Polo Neck T-Shirt,596,493,100
13989,13989,Nimya Solid Men's Polo Neck T-Shirt,3499.0,699.0,Nimya Solid Men's Polo Neck T-Shirt,3490,821,100
13990,13990,Numero Uno Striped Men's Polo T-Shirt,1599.0,1599.0,Numero Uno Striped Men's Polo T-Shirt,1592,1857,100
13991,13991,Nivia Solid Men's Round Neck T-Shirt,370.0,370.0,Nivia Solid Men's Round Neck T-Shirt,357,430,100
13992,13992,Okane Solid Men's Polo Neck T-Shirt,699.0,699.0,Okane Solid Men's Polo Neck T-Shirt,688,901,100
13993,13993,Nimya Solid Men's Polo Neck T-Shirt,1499.0,599.0,Nimya Solid Men's Polo Neck T-Shirt,1490,749,100
13994,13994,Numero Uno Solid Men's V-neck T-Shirt,849.0,764.0,Numero Uno Solid Men's V-neck T-Shirt,838,949,100
13995,13995,Ocean Race Graphic Print Men's Round Neck T-Shirt,598.0,299.0,Ocean Race Graphic Print Men's Round Neck T-Shirt,596,378,100
13996,13996,Ninja Turtles Printed Men's Round Neck T-Shirt,599.0,358.0,Ninja Turtles Printed Men's Round Neck T-Shirt,597,398,100
13997,13997,Nimya Solid Men's Polo Neck T-Shirt,3599.0,699.0,Nimya Solid Men's Polo Neck T-Shirt,3586,829,100
13998,13998,Oviyon Printed Men's Round Neck T-Shirt,999.0,599.0,Oviyon Printed Men's Round Neck T-Shirt,979,757,100
